0.100128,0.219439,0.183848
0.102041,0.226515,0.186285
0.104839,0.235844,0.190642
0.109942,0.247572,0.198707
0.113657,0.253271,0.203385
0.115837,0.258443,0.207262
0.118074,0.261656,0.210534
0.120455,0.266729,0.215010
0.121402,0.269233,0.216591
0.123300,0.272900,0.221065
0.123903,0.273110,0.221371
0.125541,0.276125,0.223597
0.126466,0.278269,0.225657
0.127048,0.279365,0.226762
0.128175,0.281627,0.229351
0.128830,0.281466,0.229401
0.129662,0.283755,0.231648
0.129624,0.283770,0.231875
0.130699,0.285655,0.233851
0.131194,0.286503,0.234512
0.131424,0.287737,0.235594
0.131781,0.287467,0.235303
0.132391,0.289482,0.236809
0.132581,0.289867,0.237516
0.132782,0.289374,0.237016
0.133156,0.289984,0.238199
0.133823,0.291206,0.238544
0.133708,0.290877,0.238760
0.133776,0.291113,0.239569
0.134149,0.291633,0.240008
0.134179,0.290122,0.239050
0.134798,0.293003,0.240980
0.135237,0.293124,0.240710
0.134938,0.293721,0.240837
0.135138,0.293598,0.240616
0.135541,0.293112,0.241191
0.135371,0.292909,0.240576
0.135960,0.294622,0.241752
0.135718,0.294452,0.242370
0.136049,0.294106,0.241965
0.136161,0.295176,0.242342
0.136537,0.294643,0.242226
0.136169,0.294238,0.242041
0.136482,0.294655,0.242255
0.136701,0.295224,0.242891
0.136647,0.294093,0.241826
0.136673,0.294154,0.241811
0.137044,0.295011,0.242981
0.137018,0.294816,0.242292
0.137132,0.295333,0.242332
0.137177,0.295402,0.242896
0.136733,0.295297,0.242705
0.137423,0.296344,0.243136
0.137060,0.296990,0.243513
0.137115,0.297200,0.243776
0.137456,0.296149,0.243342
0.137570,0.296120,0.242948
0.137093,0.295478,0.243052
0.137437,0.296219,0.243217
0.137220,0.295374,0.242677
0.137240,0.296119,0.242874
0.137386,0.296163,0.243113
0.137315,0.296084,0.243254
0.137542,0.296970,0.243358
0.137561,0.296893,0.243888
0.137386,0.296034,0.242941
0.137818,0.298044,0.244131
0.137545,0.297089,0.243840
0.137439,0.296464,0.243619
0.137574,0.297975,0.243937
0.137757,0.296644,0.243213
0.137582,0.296384,0.243233
0.137359,0.297569,0.244169
0.137652,0.297528,0.243190
0.137738,0.297596,0.243949
0.137558,0.297043,0.243609
0.137728,0.297585,0.243839
0.137463,0.297825,0.244292
0.137587,0.297450,0.244147
0.137743,0.296937,0.244323
0.137496,0.297157,0.243527
0.137675,0.298091,0.244029
0.137773,0.297565,0.243330
0.137831,0.297796,0.243878
0.137806,0.298644,0.244644
0.137367,0.297296,0.243522
0.137614,0.297222,0.243657
0.137896,0.298255,0.244742
0.137717,0.297349,0.243321
0.137816,0.298080,0.243693
0.137763,0.297735,0.244317
0.137499,0.297704,0.243824
0.137601,0.298035,0.244170
0.137887,0.298294,0.244476
0.137899,0.298316,0.244745
0.138119,0.298649,0.244463
0.137895,0.298924,0.245121
0.138171,0.298644,0.244544
0.137897,0.298164,0.244412
0.137990,0.298445,0.244311
0.137734,0.298429,0.244794
0.137762,0.298726,0.244658
0.137841,0.299289,0.245419
0.137663,0.299485,0.245648
